return_type,msme_id,tax_period,filing_date,due_date,delay_days,total_sales_declared,tax_paid_cash,tax_paid_itc
GSTR-3B,MSME_19815,032026,2026-03-20,2026-04-20,0,1918072.26,53379.82,161959.77
GSTR-3B,MSME_19815,042026,2026-04-17,2026-05-20,0,1943108.22,34714.04,276564.4
GSTR-3B,MSME_19816,022026,2026-03-19,2026-03-20,0,1598323.9,38350.5,227091.12
GSTR-3B,MSME_19816,032026,2026-03-25,2026-04-20,0,1920144.67,58718.04,285680.58
GSTR-3B,MSME_19816,042026,2026-04-24,2026-05-20,0,941135.28,27669.98,129145.53
GSTR-3B,MSME_19817,122025,2026-01-17,2026-01-20,0,1548254.8,32200.14,205126.67
GSTR-3B,MSME_19817,012026,2026-01-18,2026-02-20,0,1138186.27,52830.22,77549.89
GSTR-3B,MSME_19817,022026,2026-02-16,2026-03-20,0,726917.82,21620.22,69786.44
GSTR-3B,MSME_19817,032026,2026-03-18,2026-04-20,0,378235.08,4825.43,22210.89
GSTR-3B,MSME_19817,042026,2026-04-16,2026-05-20,0,472511.28,9719.75,33063.28
GSTR-3B,MSME_19818,022026,2026-03-19,2026-03-20,0,1469481.93,29647.46,101416.13
GSTR-3B,MSME_19818,032026,2026-03-27,2026-04-20,0,613908.76,26721.31,78225.11
GSTR-3B,MSME_19818,042026,2026-04-21,2026-05-20,0,631260.75,10485.16,78883.74
GSTR-3B,MSME_19819,022026,2026-03-17,2026-03-20,0,455449.96,14453.86,23116.33
GSTR-3B,MSME_19819,032026,2026-03-22,2026-04-20,0,1345602.52,62098.65,194034.66
GSTR-3B,MSME_19819,042026,2026-04-23,2026-05-20,0,739042.75,29492.11,59939.87
GSTR-3B,MSME_19820,042026,2026-05-20,2026-05-20,0,1737524.06,67076.79,257911.14
GSTR-3B,MSME_19821,022026,2026-03-17,2026-03-20,0,1229125.51,15543.42,178911.09
GSTR-3B,MSME_19821,032026,2026-03-16,2026-04-20,0,1094623.53,50930.71,145152.14
GSTR-3B,MSME_19821,042026,2026-04-17,2026-05-20,0,440521.89,13533.34,64959.7
GSTR-3B,MSME_19822,022026,2026-03-18,2026-03-20,0,665373.7,7175.39,50959.28
GSTR-3B,MSME_19822,032026,2026-03-16,2026-04-20,0,752344.29,21293.77,81116.63
GSTR-3B,MSME_19822,042026,2026-04-20,2026-05-20,0,393560.48,7697.06,56529.38
GSTR-3B,MSME_19823,042026,2026-05-18,2026-05-20,0,1933063.8,47682.38,221652.05
GSTR-3B,MSME_19824,122025,2026-01-15,2026-01-20,0,509342.2,20191.07,40302.31
GSTR-3B,MSME_19824,012026,2026-01-18,2026-02-20,0,836758.76,40192.19,90800.63
GSTR-3B,MSME_19824,022026,2026-02-19,2026-03-20,0,844670.84,39406.59,95592.57
GSTR-3B,MSME_19824,032026,2026-03-19,2026-04-20,0,1933101.52,79728.64,178284.35
GSTR-3B,MSME_19824,042026,2026-04-20,2026-05-20,0,1949576.65,68004.71,273485.79
GSTR-3B,MSME_19825,122025,2026-01-18,2026-01-20,0,476398.52,20064.22,61213.58
GSTR-3B,MSME_19825,012026,2026-01-20,2026-02-20,0,382759.09,11250.12,43553.92
GSTR-3B,MSME_19825,022026,2026-02-17,2026-03-20,0,193357.2,6163.05,10458.84
GSTR-3B,MSME_19825,032026,2026-03-15,2026-04-20,0,931634.88,32709.93,79078.4
GSTR-3B,MSME_19825,042026,2026-04-18,2026-05-20,0,564129.46,15098.83,78567.94
GSTR-3B,MSME_19826,032026,2026-04-18,2026-04-20,0,1677005.31,39995.08,188408.06
GSTR-3B,MSME_19826,042026,2026-04-16,2026-05-20,0,1855579.95,55740.61,100563.88
GSTR-3B,MSME_19827,022026,2026-03-20,2026-03-20,0,279864.79,4768.0,26787.29
GSTR-3B,MSME_19827,032026,2026-03-25,2026-04-20,0,899508.34,9140.24,129689.54
GSTR-3B,MSME_19827,042026,2026-04-25,2026-05-20,0,1023072.04,42345.14,55434.84
GSTR-3B,MSME_19828,022026,2026-03-18,2026-03-20,0,415115.33,15824.71,51935.61
GSTR-3B,MSME_19828,032026,2026-03-15,2026-04-20,0,327054.1,7653.52,29224.55
GSTR-3B,MSME_19828,042026,2026-04-18,2026-05-20,0,1707074.23,17339.41,137644.6
GSTR-3B,MSME_19829,032026,2026-04-16,2026-04-20,0,1364862.32,21320.16,75245.39
GSTR-3B,MSME_19829,042026,2026-04-27,2026-05-20,0,1137357.04,22048.76,138298.84
GSTR-3B,MSME_19830,122025,2026-01-15,2026-01-20,0,374110.0,18028.36,41246.52
GSTR-3B,MSME_19830,012026,2026-01-18,2026-02-20,0,842094.66,39445.75,88024.29
GSTR-3B,MSME_19830,022026,2026-02-19,2026-03-20,0,240827.99,6783.73,14162.79
GSTR-3B,MSME_19830,032026,2026-03-20,2026-04-20,0,1745415.21,86733.54,157908.9
GSTR-3B,MSME_19830,042026,2026-04-16,2026-05-20,0,202986.01,5520.75,29144.7
GSTR-3B,MSME_19831,022026,2026-03-19,2026-03-20,0,1135838.77,33738.99,59971.15
GSTR-3B,MSME_19831,032026,2026-03-15,2026-04-20,0,906881.9,19122.14,62962.13
GSTR-3B,MSME_19831,042026,2026-04-16,2026-05-20,0,1729847.93,37241.13,252790.09
GSTR-3B,MSME_19832,012026,2026-02-20,2026-02-20,0,1861308.46,31315.48,134124.49
GSTR-3B,MSME_19832,022026,2026-02-20,2026-03-20,0,406185.99,19468.51,41672.99
GSTR-3B,MSME_19832,032026,2026-03-15,2026-04-20,0,365156.49,11124.15,40423.26
GSTR-3B,MSME_19832,042026,2026-04-16,2026-05-20,0,1121991.21,55842.93,70772.71
GSTR-3B,MSME_19833,042026,2026-05-19,2026-05-20,0,1090044.33,45322.13,123517.02
GSTR-3B,MSME_19834,042026,2026-05-19,2026-05-20,0,1019265.27,37088.42,90649.28
GSTR-3B,MSME_19835,012026,2026-02-15,2026-02-20,0,1326464.03,19142.21,82407.11
GSTR-3B,MSME_19835,022026,2026-02-18,2026-03-20,0,192101.62,7364.62,20196.12
GSTR-3B,MSME_19835,032026,2026-03-20,2026-04-20,0,919990.41,17515.94,137330.06
GSTR-3B,MSME_19835,042026,2026-04-19,2026-05-20,0,279353.72,11173.43,32616.53
GSTR-3B,MSME_19836,122025,2026-01-16,2026-01-20,0,365341.34,17693.44,27285.55
GSTR-3B,MSME_19836,012026,2026-01-24,2026-02-20,0,1554478.53,45358.91,231546.65
GSTR-3B,MSME_19836,022026,2026-03-02,2026-03-20,0,1076993.17,24906.85,143341.03
GSTR-3B,MSME_19836,032026,2026-03-27,2026-04-20,0,1256133.14,25889.71,92944.76
GSTR-3B,MSME_19836,042026,2026-04-21,2026-05-20,0,967905.02,48174.29,66967.07
GSTR-3B,MSME_19837,122025,2026-01-16,2026-01-20,0,1482176.04,16747.42,192057.91
GSTR-3B,MSME_19837,012026,2026-01-17,2026-02-20,0,1376148.59,36766.77,119576.87
GSTR-3B,MSME_19837,022026,2026-02-15,2026-03-20,0,1169404.81,22800.02,122298.94
GSTR-3B,MSME_19837,032026,2026-03-20,2026-04-20,0,373353.82,14127.82,46745.18
GSTR-3B,MSME_19837,042026,2026-04-15,2026-05-20,0,1022038.43,45752.36,131586.5
GSTR-3B,MSME_19838,022026,2026-03-16,2026-03-20,0,1177608.2,48398.19,122715.49
GSTR-3B,MSME_19838,032026,2026-03-19,2026-04-20,0,361050.84,10062.38,35886.6
GSTR-3B,MSME_19838,042026,2026-04-15,2026-05-20,0,1012409.08,38348.01,119000.26
GSTR-3B,MSME_19839,022026,2026-03-20,2026-03-20,0,1837413.32,41820.52,175439.34
GSTR-3B,MSME_19839,032026,2026-03-16,2026-04-20,0,1899952.0,61288.11,280956.59
GSTR-3B,MSME_19839,042026,2026-04-15,2026-05-20,0,1794621.72,26143.44,206660.67
GSTR-3B,MSME_19840,012026,2026-02-17,2026-02-20,0,1318664.6,40275.01,172748.87
GSTR-3B,MSME_19840,022026,2026-02-25,2026-03-20,0,870649.84,14158.8,96811.76
GSTR-3B,MSME_19840,032026,2026-03-30,2026-04-20,0,1130480.8,19301.72,66414.17
GSTR-3B,MSME_19840,042026,2026-04-23,2026-05-20,0,1271060.61,39197.31,112059.97
GSTR-3B,MSME_19841,122025,2026-01-19,2026-01-20,0,981110.36,12892.24,127527.51
GSTR-3B,MSME_19841,012026,2026-01-15,2026-02-20,0,1015084.85,19930.08,125905.78
GSTR-3B,MSME_19841,022026,2026-02-17,2026-03-20,0,118251.31,5818.62,11390.59
GSTR-3B,MSME_19841,032026,2026-03-18,2026-04-20,0,423348.06,5408.93,23648.15
GSTR-3B,MSME_19841,042026,2026-04-19,2026-05-20,0,1740861.42,45181.11,255906.55
GSTR-3B,MSME_19842,022026,2026-03-18,2026-03-20,0,675490.57,23280.88,86324.97
GSTR-3B,MSME_19842,032026,2026-03-29,2026-04-20,0,1390252.09,54115.55,121766.27
GSTR-3B,MSME_19842,042026,2026-04-28,2026-05-20,0,1410702.63,59190.73,144388.95
GSTR-3B,MSME_19843,012026,2026-02-20,2026-02-20,0,674798.65,29127.58,58950.29
GSTR-3B,MSME_19843,022026,2026-02-16,2026-03-20,0,1879523.62,87505.9,216664.56
GSTR-3B,MSME_19843,032026,2026-03-19,2026-04-20,0,1577716.74,75766.17,209346.07
GSTR-3B,MSME_19843,042026,2026-04-19,2026-05-20,0,658703.38,18514.13,33602.56
GSTR-3B,MSME_19844,122025,2026-01-17,2026-01-20,0,1119147.26,52015.34,70009.07
GSTR-3B,MSME_19844,012026,2026-01-22,2026-02-20,0,647592.67,7474.56,43666.56
GSTR-3B,MSME_19844,022026,2026-02-23,2026-03-20,0,1242831.16,41164.45,130743.61
GSTR-3B,MSME_19844,032026,2026-03-29,2026-04-20,0,1436817.52,18002.73,178524.95
GSTR-3B,MSME_19844,042026,2026-04-26,2026-05-20,0,1549720.65,49291.21,213362.26
GSTR-3B,MSME_19845,012026,2026-02-19,2026-02-20,0,863927.39,14981.5,92879.32
GSTR-3B,MSME_19845,022026,2026-02-19,2026-03-20,0,101090.66,4753.39,11656.46
GSTR-3B,MSME_19845,032026,2026-03-18,2026-04-20,0,669581.53,23998.91,40233.64
GSTR-3B,MSME_19845,042026,2026-04-16,2026-05-20,0,1156305.38,22540.79,99731.68
GSTR-3B,MSME_19846,122025,2026-01-18,2026-01-20,0,1634896.46,51692.35,136678.36
GSTR-3B,MSME_19846,012026,2026-01-19,2026-02-20,0,1832134.7,63353.72,163896.54
GSTR-3B,MSME_19846,022026,2026-02-16,2026-03-20,0,1774738.27,63346.27,222690.74
GSTR-3B,MSME_19846,032026,2026-03-16,2026-04-20,0,417948.26,6349.07,32317.49
GSTR-3B,MSME_19846,042026,2026-04-15,2026-05-20,0,809257.74,35095.23,72559.65
GSTR-3B,MSME_19847,012026,2026-02-19,2026-02-20,0,907671.19,15779.92,112403.88
GSTR-3B,MSME_19847,022026,2026-02-26,2026-03-20,0,1728916.03,17317.22,259143.15
GSTR-3B,MSME_19847,032026,2026-03-22,2026-04-20,0,239118.65,9408.19,29619.51
GSTR-3B,MSME_19847,042026,2026-04-21,2026-05-20,0,411159.06,13553.69,36920.72
GSTR-3B,MSME_19848,022026,2026-03-16,2026-03-20,0,205138.09,5633.51,19004.25
GSTR-3B,MSME_19848,032026,2026-03-15,2026-04-20,0,1100815.3,28720.76,136303.33
GSTR-3B,MSME_19848,042026,2026-04-18,2026-05-20,0,474217.92,13322.14,52744.86
GSTR-3B,MSME_19849,042026,2026-05-16,2026-05-20,0,959995.51,37556.29,58739.45
GSTR-3B,MSME_19850,042026,2026-05-16,2026-05-20,0,1188309.46,55738.03,126949.54
GSTR-3B,MSME_19851,122025,2026-01-19,2026-01-20,0,881338.64,41921.54,59347.43
GSTR-3B,MSME_19851,012026,2026-01-19,2026-02-20,0,1493227.21,17748.61,177944.51
GSTR-3B,MSME_19851,022026,2026-02-18,2026-03-20,0,1862533.19,85594.5,194464.43
GSTR-3B,MSME_19851,032026,2026-03-16,2026-04-20,0,1605096.62,67638.76,150156.61
GSTR-3B,MSME_19851,042026,2026-04-20,2026-05-20,0,1803419.19,30080.7,217309.85
GSTR-3B,MSME_19852,032026,2026-04-20,2026-04-20,0,1637826.73,61263.07,172319.56
GSTR-3B,MSME_19852,042026,2026-04-20,2026-05-20,0,1936061.47,40326.32,221758.75
GSTR-3B,MSME_19853,122025,2026-01-18,2026-01-20,0,796568.24,28318.2,85091.99
GSTR-3B,MSME_19853,012026,2026-01-15,2026-02-20,0,1469382.29,39462.64,111784.51
GSTR-3B,MSME_19853,022026,2026-02-15,2026-03-20,0,375562.86,9738.96,26630.23
GSTR-3B,MSME_19853,032026,2026-03-20,2026-04-20,0,387317.56,11382.2,46409.92
GSTR-3B,MSME_19853,042026,2026-04-15,2026-05-20,0,507141.22,13139.76,65843.99
GSTR-3B,MSME_19854,032026,2026-04-20,2026-04-20,0,127501.75,4542.43,15368.37
GSTR-3B,MSME_19854,042026,2026-04-16,2026-05-20,0,1719975.23,38288.91,121724.8
GSTR-3B,MSME_19855,012026,2026-02-20,2026-02-20,0,1818714.48,33913.7,96375.35
GSTR-3B,MSME_19855,022026,2026-02-17,2026-03-20,0,1520460.4,39803.57,106497.03
GSTR-3B,MSME_19855,032026,2026-03-18,2026-04-20,0,1102601.14,33831.91,138974.86
GSTR-3B,MSME_19855,042026,2026-04-18,2026-05-20,0,1438239.25,65672.08,215070.6
GSTR-3B,MSME_19856,032026,2026-04-19,2026-04-20,0,1260018.02,51106.43,103853.38
GSTR-3B,MSME_19856,042026,2026-04-19,2026-05-20,0,1322883.57,26705.69,120946.33
GSTR-3B,MSME_19857,032026,2026-04-19,2026-04-20,0,414490.55,16675.8,22526.59
GSTR-3B,MSME_19857,042026,2026-04-18,2026-05-20,0,1209601.13,31873.19,134903.64
GSTR-3B,MSME_19858,032026,2026-04-19,2026-04-20,0,504609.22,8009.76,56719.39
GSTR-3B,MSME_19858,042026,2026-04-20,2026-05-20,0,1207613.34,31192.7,163924.24
GSTR-3B,MSME_19859,122025,2026-01-20,2026-01-20,0,778240.58,18121.14,73809.24
GSTR-3B,MSME_19859,012026,2026-01-29,2026-02-20,0,901061.56,13173.57,85731.58
GSTR-3B,MSME_19859,022026,2026-02-23,2026-03-20,0,1208817.55,45298.58,150135.96
GSTR-3B,MSME_19859,032026,2026-03-29,2026-04-20,0,1276271.3,45561.8,87690.87
GSTR-3B,MSME_19859,042026,2026-04-22,2026-05-20,0,1265655.02,45439.75,73617.95
GSTR-3B,MSME_19860,042026,2026-05-18,2026-05-20,0,710765.41,20071.89,58756.21
GSTR-3B,MSME_19861,022026,2026-03-17,2026-03-20,0,475177.77,13020.89,49848.57
GSTR-3B,MSME_19861,032026,2026-03-19,2026-04-20,0,850614.17,26302.66,68965.64
GSTR-3B,MSME_19861,042026,2026-04-15,2026-05-20,0,195730.79,7573.41,13322.56
GSTR-3B,MSME_19862,032026,2026-04-15,2026-04-20,0,1403674.69,43859.93,117184.82
GSTR-3B,MSME_19862,042026,2026-04-15,2026-05-20,0,1540904.88,16885.25,190377.25
GSTR-3B,MSME_19863,022026,2026-03-15,2026-03-20,0,1983044.09,20254.69,101640.13
GSTR-3B,MSME_19863,032026,2026-03-25,2026-04-20,0,1394075.28,33899.32,78346.7
GSTR-3B,MSME_19863,042026,2026-04-22,2026-05-20,0,1399231.18,69387.03,192761.11
GSTR-3B,MSME_19864,032026,2026-04-17,2026-04-20,0,1737432.94,72681.49,127852.33
GSTR-3B,MSME_19864,042026,2026-04-19,2026-05-20,0,209766.8,7970.65,18616.78
GSTR-3B,MSME_19865,122025,2026-01-17,2026-01-20,0,1959016.91,66298.82,116861.18
GSTR-3B,MSME_19865,012026,2026-01-20,2026-02-20,0,353043.7,9732.51,34812.14
GSTR-3B,MSME_19865,022026,2026-02-19,2026-03-20,0,1501787.2,70584.03,76351.11
GSTR-3B,MSME_19865,032026,2026-03-18,2026-04-20,0,1490701.08,54165.5,206889.72
GSTR-3B,MSME_19865,042026,2026-04-18,2026-05-20,0,926574.09,27389.65,58894.63
GSTR-3B,MSME_19866,012026,2026-02-17,2026-02-20,0,941222.68,41589.73,65954.45
GSTR-3B,MSME_19866,022026,2026-02-18,2026-03-20,0,1824926.22,30930.12,164884.74
GSTR-3B,MSME_19866,032026,2026-03-16,2026-04-20,0,769155.23,9498.34,80553.98
GSTR-3B,MSME_19866,042026,2026-04-16,2026-05-20,0,868131.41,30242.17,64655.82
GSTR-3B,MSME_19867,012026,2026-02-15,2026-02-20,0,392526.43,18371.02,29190.87
GSTR-3B,MSME_19867,022026,2026-02-16,2026-03-20,0,1387209.35,32379.16,109098.56
GSTR-3B,MSME_19867,032026,2026-03-16,2026-04-20,0,1272368.98,55224.0,155949.63
GSTR-3B,MSME_19867,042026,2026-04-16,2026-05-20,0,488198.02,20044.08,62025.14
GSTR-3B,MSME_19868,012026,2026-02-16,2026-02-20,0,1155748.81,46344.21,69956.77
GSTR-3B,MSME_19868,022026,2026-02-17,2026-03-20,0,1998271.5,32911.75,258021.83
GSTR-3B,MSME_19868,032026,2026-03-19,2026-04-20,0,544942.45,10175.7,61511.23
GSTR-3B,MSME_19868,042026,2026-04-19,2026-05-20,0,732971.51,32150.83,38692.46
GSTR-3B,MSME_19869,122025,2026-01-16,2026-01-20,0,744738.66,27398.08,72468.4
GSTR-3B,MSME_19869,012026,2026-01-18,2026-02-20,0,608923.77,12584.94,46181.32
GSTR-3B,MSME_19869,022026,2026-02-15,2026-03-20,0,795405.17,12531.27,54201.66
GSTR-3B,MSME_19869,032026,2026-03-15,2026-04-20,0,1699703.97,38089.46,144255.25
GSTR-3B,MSME_19869,042026,2026-04-18,2026-05-20,0,323478.88,12820.22,30120.06
GSTR-3B,MSME_19870,042026,2026-05-19,2026-05-20,0,1436582.76,33870.43,197180.65
GSTR-3B,MSME_19871,122025,2026-01-16,2026-01-20,0,133339.15,2329.27,12642.0
GSTR-3B,MSME_19871,012026,2026-01-18,2026-02-20,0,629328.02,17815.89,94398.48
GSTR-3B,MSME_19871,022026,2026-02-16,2026-03-20,0,1230831.28,59308.15,108280.9
GSTR-3B,MSME_19871,032026,2026-03-19,2026-04-20,0,233009.79,7605.79,25703.97
GSTR-3B,MSME_19871,042026,2026-04-19,2026-05-20,0,1946506.09,25277.01,167231.21
GSTR-3B,MSME_19872,042026,2026-05-15,2026-05-20,0,1812448.32,41099.7,192175.77
GSTR-3B,MSME_19873,042026,2026-05-19,2026-05-20,0,1161584.37,36535.96,83803.73
GSTR-3B,MSME_19874,032026,2026-04-20,2026-04-20,0,944101.44,25490.56,68643.36
GSTR-3B,MSME_19874,042026,2026-04-16,2026-05-20,0,988336.15,13352.45,70714.82
GSTR-3B,MSME_19875,122025,2026-01-17,2026-01-20,0,855876.01,10916.8,70863.67
GSTR-3B,MSME_19875,012026,2026-01-20,2026-02-20,0,237325.0,5283.48,17349.11
GSTR-3B,MSME_19875,022026,2026-02-18,2026-03-20,0,102495.23,4281.54,14383.78
GSTR-3B,MSME_19875,032026,2026-03-18,2026-04-20,0,877599.84,25992.67,71521.79
GSTR-3B,MSME_19875,042026,2026-04-20,2026-05-20,0,1212585.62,16317.96,77312.07
GSTR-3B,MSME_19876,012026,2026-02-17,2026-02-20,0,103961.98,4316.49,7478.34
GSTR-3B,MSME_19876,022026,2026-02-16,2026-03-20,0,1918158.13,91751.21,234736.46
GSTR-3B,MSME_19876,032026,2026-03-20,2026-04-20,0,208172.38,7733.01,27083.33
GSTR-3B,MSME_19876,042026,2026-04-19,2026-05-20,0,1125185.72,46287.11,138730.6
GSTR-3B,MSME_19877,042026,2026-05-20,2026-05-20,0,523695.23,17510.62,37588.87
GSTR-3B,MSME_19878,032026,2026-04-17,2026-04-20,0,505687.31,5805.74,39813.94
GSTR-3B,MSME_19878,042026,2026-04-16,2026-05-20,0,413737.88,12517.14,59744.31
GSTR-3B,MSME_19879,122025,2026-01-16,2026-01-20,0,1873108.35,24207.03,212426.96
GSTR-3B,MSME_19879,012026,2026-01-20,2026-02-20,0,1693085.53,66160.17,225852.02
GSTR-3B,MSME_19879,022026,2026-02-17,2026-03-20,0,1331234.24,24210.48,141574.4
GSTR-3B,MSME_19879,032026,2026-03-18,2026-04-20,0,586143.89,12814.61,67657.75
GSTR-3B,MSME_19879,042026,2026-04-18,2026-05-20,0,860747.8,21199.47,117887.09
GSTR-3B,MSME_19880,022026,2026-03-16,2026-03-20,0,1374736.14,42535.16,187451.18
GSTR-3B,MSME_19880,032026,2026-03-20,2026-04-20,0,1150432.83,30525.26,143388.69
GSTR-3B,MSME_19880,042026,2026-04-17,2026-05-20,0,523470.19,14416.45,69675.54
GSTR-3B,MSME_19881,042026,2026-05-20,2026-05-20,0,1967160.24,83156.25,237078.64
GSTR-3B,MSME_19882,012026,2026-02-19,2026-02-20,0,1718894.37,71636.47,93338.17
GSTR-3B,MSME_19882,022026,2026-02-27,2026-03-20,0,236200.36,10459.72,21419.89
GSTR-3B,MSME_19882,032026,2026-03-22,2026-04-20,0,406910.62,8701.97,40905.72
GSTR-3B,MSME_19882,042026,2026-04-28,2026-05-20,0,1814860.34,19060.12,262901.05
GSTR-3B,MSME_19883,012026,2026-02-16,2026-02-20,0,896695.41,28792.67,61338.43
GSTR-3B,MSME_19883,022026,2026-02-19,2026-03-20,0,1339268.73,35163.73,84716.03
GSTR-3B,MSME_19883,032026,2026-03-20,2026-04-20,0,646774.02,20097.7,42532.14
GSTR-3B,MSME_19883,042026,2026-04-18,2026-05-20,0,1464302.3,37152.49,116140.12
GSTR-3B,MSME_19884,122025,2026-01-20,2026-01-20,0,1316320.63,41289.45,150992.35
GSTR-3B,MSME_19884,012026,2026-01-18,2026-02-20,0,842095.74,37689.52,65276.63
GSTR-3B,MSME_19884,022026,2026-02-20,2026-03-20,0,287407.96,14013.57,33001.95
GSTR-3B,MSME_19884,032026,2026-03-19,2026-04-20,0,420845.73,20429.84,46319.22
GSTR-3B,MSME_19884,042026,2026-04-20,2026-05-20,0,511141.31,14856.72,63690.26
GSTR-3B,MSME_19885,122025,2026-01-17,2026-01-20,0,1030078.74,36868.87,152083.16
GSTR-3B,MSME_19885,012026,2026-01-20,2026-02-20,0,1511982.4,33939.59,107759.38
GSTR-3B,MSME_19885,022026,2026-02-18,2026-03-20,0,1028680.34,37235.91,86673.13
GSTR-3B,MSME_19885,032026,2026-03-19,2026-04-20,0,1464460.96,69738.97,94954.25
GSTR-3B,MSME_19885,042026,2026-04-17,2026-05-20,0,1212329.51,30707.86,110461.04
GSTR-3B,MSME_19886,122025,2026-01-20,2026-01-20,0,1572230.11,29253.01,96218.62
GSTR-3B,MSME_19886,012026,2026-01-19,2026-02-20,0,746116.12,23866.31,73945.99
GSTR-3B,MSME_19886,022026,2026-02-20,2026-03-20,0,304607.5,12373.77,17214.11
GSTR-3B,MSME_19886,032026,2026-03-16,2026-04-20,0,1787739.48,40355.83,225330.33
GSTR-3B,MSME_19886,042026,2026-04-20,2026-05-20,0,1000176.39,38893.64,58876.92
GSTR-3B,MSME_19887,122025,2026-01-18,2026-01-20,0,473490.24,9194.35,39573.26
GSTR-3B,MSME_19887,012026,2026-01-15,2026-02-20,0,129073.42,3101.04,15241.27
GSTR-3B,MSME_19887,022026,2026-02-20,2026-03-20,0,722706.9,14012.2,105240.72
GSTR-3B,MSME_19887,032026,2026-03-20,2026-04-20,0,154591.42,4196.76,17239.26
GSTR-3B,MSME_19887,042026,2026-04-20,2026-05-20,0,1668957.16,44843.38,127087.56
GSTR-3B,MSME_19888,032026,2026-04-16,2026-04-20,0,1688274.94,65991.56,138939.54
GSTR-3B,MSME_19888,042026,2026-04-19,2026-05-20,0,179726.12,8602.95,9917.68
GSTR-3B,MSME_19889,012026,2026-02-18,2026-02-20,0,1602329.22,69375.33,135430.69
GSTR-3B,MSME_19889,022026,2026-02-23,2026-03-20,0,1325006.04,44450.63,71642.73
GSTR-3B,MSME_19889,032026,2026-03-24,2026-04-20,0,440447.18,14105.74,25828.74
GSTR-3B,MSME_19889,042026,2026-04-25,2026-05-20,0,1549409.24,50049.96,184257.86
GSTR-3B,MSME_19890,012026,2026-02-17,2026-02-20,0,359822.96,11581.75,23460.47
GSTR-3B,MSME_19890,022026,2026-02-17,2026-03-20,0,904969.83,17690.49,84748.67
GSTR-3B,MSME_19890,032026,2026-03-16,2026-04-20,0,1102434.99,46315.32,130853.04
GSTR-3B,MSME_19890,042026,2026-04-19,2026-05-20,0,1035172.72,48024.3,116446.88
GSTR-3B,MSME_19891,032026,2026-04-18,2026-04-20,0,125028.42,5558.87,18720.75
GSTR-3B,MSME_19891,042026,2026-04-20,2026-05-20,0,1827521.06,19013.37,159356.41
GSTR-3B,MSME_19892,032026,2026-04-19,2026-04-20,0,1194831.74,36968.86,158899.37
GSTR-3B,MSME_19892,042026,2026-04-24,2026-05-20,0,1578661.94,54677.95,208295.41
GSTR-3B,MSME_19893,032026,2026-04-19,2026-04-20,0,1114563.83,25472.53,149481.39
GSTR-3B,MSME_19893,042026,2026-04-17,2026-05-20,0,727815.88,18172.96,68106.97
GSTR-3B,MSME_19894,012026,2026-02-17,2026-02-20,0,1350859.87,23028.18,99656.24
GSTR-3B,MSME_19894,022026,2026-02-19,2026-03-20,0,453366.98,10510.55,63069.21
GSTR-3B,MSME_19894,032026,2026-03-15,2026-04-20,0,984108.27,38335.53,102077.22
GSTR-3B,MSME_19894,042026,2026-04-17,2026-05-20,0,1546089.22,31981.4,154552.51
GSTR-3B,MSME_19895,032026,2026-04-18,2026-04-20,0,1221814.65,51343.09,141056.53
GSTR-3B,MSME_19895,042026,2026-04-29,2026-05-20,0,1335951.19,21619.22,194716.84
GSTR-3B,MSME_19896,012026,2026-02-20,2026-02-20,0,1548296.25,62234.05,190881.29
GSTR-3B,MSME_19896,022026,2026-02-16,2026-03-20,0,1084509.88,27619.62,139299.17
GSTR-3B,MSME_19896,032026,2026-03-20,2026-04-20,0,1214692.25,60622.55,140967.71
GSTR-3B,MSME_19896,042026,2026-04-18,2026-05-20,0,1080883.83,21709.07,153024.77
GSTR-3B,MSME_19897,122025,2026-01-18,2026-01-20,0,608197.3,26001.01,69763.45
GSTR-3B,MSME_19897,012026,2026-01-20,2026-02-20,0,1897970.99,34547.99,168526.53
GSTR-3B,MSME_19897,022026,2026-02-20,2026-03-20,0,191352.74,2594.96,13979.72
GSTR-3B,MSME_19897,032026,2026-03-19,2026-04-20,0,1134672.41,16183.75,152317.4
GSTR-3B,MSME_19897,042026,2026-04-20,2026-05-20,0,1651323.49,20372.58,240856.02
GSTR-3B,MSME_19898,032026,2026-04-15,2026-04-20,0,540358.41,7452.52,43044.53
GSTR-3B,MSME_19898,042026,2026-04-16,2026-05-20,0,387631.0,16796.63,52983.01
GSTR-3B,MSME_19899,022026,2026-03-19,2026-03-20,0,411044.38,17729.14,20879.48
GSTR-3B,MSME_19899,032026,2026-03-16,2026-04-20,0,117778.75,4909.69,9657.69
GSTR-3B,MSME_19899,042026,2026-04-16,2026-05-20,0,981375.99,15682.46,85046.96
GSTR-3B,MSME_19900,012026,2026-02-16,2026-02-20,0,1334766.28,55135.64,82650.38
GSTR-3B,MSME_19900,022026,2026-02-16,2026-03-20,0,319414.67,7497.22,21217.88
GSTR-3B,MSME_19900,032026,2026-03-17,2026-04-20,0,546850.44,12619.41,54797.01
GSTR-3B,MSME_19900,042026,2026-04-17,2026-05-20,0,1490636.25,57508.92,77730.47
GSTR-3B,MSME_19901,042026,2026-05-15,2026-05-20,0,733431.06,23843.44,45186.75
GSTR-3B,MSME_19902,012026,2026-02-20,2026-02-20,0,635265.13,10246.83,81480.15
GSTR-3B,MSME_19902,022026,2026-02-15,2026-03-20,0,1608500.08,43012.31,102594.64
