msme_id,state,industry_sector,vintage_years,loan_product,sanctioned_amount_inr,outstanding_principal_inr,monthly_upi_volume_inr,avg_gst_delay_days,legacy_cibil_score,ai_blended_score,risk_band,days_past_due_dpd,accommodation_fraud_flag
MSME_14063,Tamil Nadu,Agriculture Tech,3.3,Working Capital Demand Loan,1000000,644294.04,4300000,0,846,889,Low Risk,0,False
MSME_14064,Karnataka,IT/Services,8.6,Working Capital Demand Loan,8400000,5325749.89,4600000,0,824,863,Low Risk,0,False
MSME_14065,Tamil Nadu,Agriculture Tech,18.8,Working Capital Demand Loan,7400000,6414916.88,4600000,0,714,743,Medium Risk,0,False
MSME_14066,Gujarat,IT/Services,14.6,Overdraft,2200000,275890.84,4700000,0,790,822,Low Risk,0,False
MSME_14067,Delhi,IT/Services,22.8,Term Loan,2000000,446208.61,1600000,15,695,666,Medium Risk,0,False
MSME_14068,Karnataka,Manufacturing,8.4,Term Loan,7000000,3572080.44,1800000,0,828,828,Low Risk,0,False
MSME_14069,Gujarat,Logistics,21.5,Overdraft,4900000,3748766.16,2300000,5,836,835,Low Risk,0,False
MSME_14070,Maharashtra,Retail/FMCG,10.1,Supply Chain Finance,4300000,3179169.59,600000,0,736,736,Medium Risk,0,False
MSME_14071,Karnataka,IT/Services,17.4,Term Loan,1300000,698014.24,2400000,5,705,730,Medium Risk,0,False
MSME_14072,Karnataka,Logistics,7.2,Supply Chain Finance,2600000,2165078.03,3600000,0,842,886,Low Risk,0,False
MSME_14073,Tamil Nadu,Manufacturing,5.0,Supply Chain Finance,2700000,1829047.54,2100000,5,783,811,Low Risk,0,False
MSME_14074,Tamil Nadu,Agriculture Tech,20.4,Working Capital Demand Loan,7400000,6967916.17,4100000,0,800,840,Low Risk,0,False
MSME_14075,Tamil Nadu,Manufacturing,17.1,Term Loan,3700000,3271640.23,4500000,0,770,804,Low Risk,0,False
MSME_14076,Maharashtra,Manufacturing,4.0,Term Loan,6800000,3587466.44,200000,0,838,838,Low Risk,30,False
MSME_14077,Karnataka,IT/Services,10.8,Working Capital Demand Loan,7500000,1546541.22,2300000,0,713,741,Medium Risk,0,False
MSME_14078,Delhi,Agriculture Tech,23.7,Working Capital Demand Loan,8600000,3340531.04,2000000,0,756,756,Low Risk,0,False
MSME_14079,Delhi,Manufacturing,17.2,Overdraft,8100000,4483114.43,1600000,0,737,737,Medium Risk,0,False
MSME_14080,Tamil Nadu,Manufacturing,5.8,Term Loan,8100000,7463902.79,300000,15,787,771,Low Risk,0,False
MSME_14081,Gujarat,Manufacturing,22.0,Working Capital Demand Loan,4900000,3284010.97,4900000,0,838,884,Low Risk,0,False
MSME_14082,Karnataka,Agriculture Tech,16.5,Supply Chain Finance,4100000,3313988.66,900000,0,686,686,Medium Risk,30,False
MSME_14083,Gujarat,Manufacturing,9.1,Supply Chain Finance,3400000,2777725.15,2700000,5,821,830,Low Risk,0,False
MSME_14084,Maharashtra,Logistics,12.6,Working Capital Demand Loan,7700000,3056323.19,2800000,5,773,774,Low Risk,0,False
MSME_14085,Karnataka,Agriculture Tech,14.3,Overdraft,5000000,4282277.64,3300000,15,847,853,Low Risk,0,False
MSME_14086,Tamil Nadu,Agriculture Tech,9.1,Overdraft,2100000,1202799.42,900000,0,710,710,Medium Risk,0,False
MSME_14087,Gujarat,Retail/FMCG,10.8,Working Capital Demand Loan,2400000,1242921.51,1000000,0,755,755,Low Risk,0,False
MSME_14088,Delhi,Retail/FMCG,8.4,Overdraft,2100000,1832551.77,4300000,5,737,742,Medium Risk,0,False
MSME_14089,Maharashtra,Logistics,12.8,Working Capital Demand Loan,8900000,3441297.7,800000,0,846,846,Low Risk,0,False
MSME_14090,Gujarat,IT/Services,2.5,Term Loan,5200000,3059236.36,600000,0,593,593,High Risk,30,False
MSME_14091,Gujarat,IT/Services,11.8,Working Capital Demand Loan,600000,553562.76,2200000,0,761,803,Low Risk,0,False
MSME_14092,Maharashtra,Agriculture Tech,24.2,Supply Chain Finance,7000000,6289462.36,1500000,0,764,764,Low Risk,0,False
MSME_14093,Karnataka,Manufacturing,8.2,Overdraft,1800000,1645567.96,700000,5,803,780,Low Risk,0,False
MSME_14094,Gujarat,IT/Services,4.3,Overdraft,5700000,4003497.7,3100000,0,816,816,Low Risk,60,False
MSME_14095,Gujarat,IT/Services,23.2,Supply Chain Finance,5000000,982445.02,3300000,0,848,880,Low Risk,0,False
MSME_14096,Tamil Nadu,Manufacturing,14.9,Supply Chain Finance,5200000,1622025.51,900000,0,728,728,Medium Risk,0,False
MSME_14097,Tamil Nadu,Retail/FMCG,7.6,Working Capital Demand Loan,1500000,696571.31,3900000,0,850,873,Low Risk,0,False
MSME_14098,Delhi,Manufacturing,23.4,Term Loan,9900000,9104381.54,1700000,0,693,693,Medium Risk,0,False
MSME_14099,Gujarat,Retail/FMCG,9.6,Overdraft,3200000,1062309.91,2500000,0,780,780,Low Risk,90,False
MSME_14100,Maharashtra,Logistics,22.2,Supply Chain Finance,1200000,771602.29,2200000,0,712,754,Low Risk,0,False
MSME_14101,Gujarat,IT/Services,23.6,Supply Chain Finance,2000000,1359720.06,4100000,0,743,763,Low Risk,0,False
MSME_14102,Karnataka,Retail/FMCG,8.5,Working Capital Demand Loan,7900000,3993626.17,4400000,0,773,773,Low Risk,30,False
MSME_14103,Karnataka,IT/Services,5.2,Overdraft,8100000,5600047.7,800000,30,677,650,Medium Risk,0,False
MSME_14104,Karnataka,Logistics,9.6,Term Loan,5600000,5090473.3,2000000,15,840,809,Low Risk,0,False
MSME_14105,Karnataka,Logistics,2.8,Term Loan,2800000,1625581.03,1600000,0,618,618,High Risk,0,False
MSME_14106,Delhi,Retail/FMCG,3.3,Working Capital Demand Loan,9200000,4716127.8,4700000,0,812,842,Low Risk,0,False
MSME_14107,Tamil Nadu,Manufacturing,4.0,Overdraft,7800000,6593676.7,3900000,5,773,812,Low Risk,0,False
MSME_14108,Maharashtra,Agriculture Tech,12.3,Term Loan,2700000,1998766.91,2800000,15,776,793,Low Risk,0,False
MSME_14109,Tamil Nadu,Logistics,16.6,Supply Chain Finance,2300000,823475.16,3100000,0,787,820,Low Risk,0,False
MSME_14110,Delhi,Retail/FMCG,20.4,Overdraft,9500000,2369087.66,2200000,0,700,738,Medium Risk,0,False
MSME_14111,Delhi,IT/Services,13.5,Overdraft,1700000,249083.4,5000000,0,806,841,Low Risk,0,False
MSME_14112,Tamil Nadu,Retail/FMCG,13.9,Overdraft,8800000,2617791.08,3800000,0,766,791,Low Risk,0,False
MSME_14113,Delhi,Logistics,1.5,Supply Chain Finance,3100000,2578809.22,4700000,0,551,600,High Risk,0,False
MSME_14114,Karnataka,Retail/FMCG,1.9,Working Capital Demand Loan,1000000,486961.98,4400000,5,653,640,High Risk,30,False
MSME_14115,Karnataka,Retail/FMCG,11.5,Supply Chain Finance,9700000,3089184.1,1900000,0,850,850,Low Risk,0,False
MSME_14116,Maharashtra,IT/Services,5.6,Working Capital Demand Loan,5100000,4383340.35,4000000,0,703,751,Low Risk,0,False
MSME_14117,Tamil Nadu,IT/Services,21.2,Working Capital Demand Loan,5700000,1779448.22,1100000,0,731,731,Medium Risk,0,False
MSME_14118,Tamil Nadu,Logistics,10.7,Term Loan,7800000,5330365.25,100000,0,820,820,Low Risk,0,False
MSME_14119,Delhi,IT/Services,23.1,Working Capital Demand Loan,6400000,4703824.72,4400000,0,834,878,Low Risk,0,False
MSME_14120,Karnataka,Logistics,22.8,Working Capital Demand Loan,7600000,5935574.09,2000000,0,711,711,Medium Risk,0,False
MSME_14121,Tamil Nadu,Agriculture Tech,8.2,Overdraft,2200000,1079072.42,2800000,0,816,850,Low Risk,0,False
MSME_14122,Karnataka,Agriculture Tech,21.7,Supply Chain Finance,3700000,3382404.59,3100000,0,702,728,Medium Risk,0,False
MSME_14123,Maharashtra,Manufacturing,15.1,Overdraft,9400000,7714625.42,1400000,0,722,722,Medium Risk,0,False
MSME_14124,Tamil Nadu,IT/Services,3.0,Overdraft,6400000,4014656.46,2300000,0,794,824,Low Risk,0,False
MSME_14125,Maharashtra,Manufacturing,11.4,Term Loan,5500000,3647009.43,1700000,0,825,825,Low Risk,0,False
MSME_14126,Gujarat,Logistics,19.1,Working Capital Demand Loan,8300000,6369599.12,3900000,5,700,715,Medium Risk,0,False
MSME_14127,Delhi,IT/Services,21.3,Overdraft,6100000,3695307.48,1500000,0,801,801,Low Risk,0,False
MSME_14128,Gujarat,Manufacturing,13.0,Overdraft,2200000,2002867.69,1900000,0,686,686,Medium Risk,0,False
MSME_14129,Gujarat,Retail/FMCG,3.4,Working Capital Demand Loan,6000000,2266024.52,2400000,0,702,745,Medium Risk,0,False
MSME_14130,Karnataka,Retail/FMCG,11.6,Working Capital Demand Loan,3000000,1180721.77,300000,0,847,847,Low Risk,0,False
MSME_14131,Karnataka,Agriculture Tech,20.2,Term Loan,8500000,1789506.58,3400000,0,754,788,Low Risk,0,False
MSME_14132,Tamil Nadu,Manufacturing,9.0,Term Loan,9200000,8208544.55,3300000,0,698,736,Medium Risk,0,False
MSME_14133,Delhi,IT/Services,22.9,Working Capital Demand Loan,3900000,2441133.33,2600000,0,778,803,Low Risk,0,False
MSME_14134,Maharashtra,Manufacturing,20.2,Overdraft,8300000,2502311.27,1300000,0,837,837,Low Risk,0,False
MSME_14135,Tamil Nadu,Retail/FMCG,21.6,Term Loan,8000000,947154.03,2100000,0,685,709,Medium Risk,0,False
MSME_14136,Karnataka,IT/Services,11.3,Term Loan,2200000,236817.58,3500000,5,789,815,Low Risk,0,False
MSME_14137,Karnataka,IT/Services,21.8,Overdraft,8600000,7870185.45,4500000,0,753,800,Low Risk,0,False
MSME_14138,Karnataka,Retail/FMCG,23.0,Overdraft,5400000,1726980.94,2700000,0,799,837,Low Risk,0,False
MSME_14139,Maharashtra,Agriculture Tech,20.7,Term Loan,3700000,3458859.27,2500000,0,808,839,Low Risk,0,False
MSME_14140,Tamil Nadu,Logistics,24.3,Overdraft,9100000,4775065.29,2500000,0,813,850,Low Risk,0,False
MSME_14141,Delhi,Retail/FMCG,12.9,Working Capital Demand Loan,8300000,1247414.0,3300000,0,720,740,Medium Risk,0,False
MSME_14142,Tamil Nadu,Logistics,6.0,Term Loan,1200000,936858.19,1400000,0,731,731,Medium Risk,0,False
MSME_14143,Karnataka,Retail/FMCG,22.6,Supply Chain Finance,5800000,3049493.38,4000000,5,830,808,Low Risk,30,False
MSME_14144,Tamil Nadu,Agriculture Tech,14.2,Overdraft,6400000,5835054.41,4900000,30,608,588,High Risk,30,False
MSME_14145,Karnataka,Retail/FMCG,8.1,Overdraft,7400000,1162093.79,1100000,0,760,760,Low Risk,0,False
MSME_14146,Tamil Nadu,IT/Services,5.7,Working Capital Demand Loan,9800000,3718395.77,4300000,5,704,304,Critical Risk,90,True
MSME_14147,Maharashtra,Logistics,19.0,Working Capital Demand Loan,3600000,1877512.91,2200000,0,837,868,Low Risk,0,False
MSME_14148,Maharashtra,Manufacturing,18.0,Overdraft,7000000,5038692.08,200000,0,726,726,Medium Risk,0,False
MSME_14149,Delhi,Logistics,22.4,Supply Chain Finance,1400000,489681.52,1200000,0,819,819,Low Risk,30,False
MSME_14150,Tamil Nadu,Logistics,21.5,Working Capital Demand Loan,7800000,6141743.27,1900000,0,746,746,Medium Risk,0,False
MSME_14151,Tamil Nadu,IT/Services,20.7,Supply Chain Finance,3200000,1045350.62,1300000,0,708,708,Medium Risk,0,False
MSME_14152,Delhi,Retail/FMCG,15.9,Working Capital Demand Loan,1900000,1747357.17,3300000,0,809,853,Low Risk,0,False
MSME_14153,Tamil Nadu,Agriculture Tech,8.3,Overdraft,1800000,1252371.4,3900000,5,761,772,Low Risk,0,False
MSME_14154,Maharashtra,IT/Services,19.7,Working Capital Demand Loan,9600000,4177587.23,4400000,0,763,795,Low Risk,0,False
MSME_14155,Maharashtra,Manufacturing,17.6,Term Loan,8600000,2161803.83,3100000,15,757,770,Low Risk,0,False
MSME_14156,Maharashtra,Logistics,19.7,Overdraft,4200000,980492.0,3600000,5,776,779,Low Risk,0,False
MSME_14157,Karnataka,Agriculture Tech,11.2,Supply Chain Finance,6200000,1691216.5,400000,5,808,792,Low Risk,30,False
MSME_14158,Maharashtra,Logistics,24.6,Supply Chain Finance,2400000,699217.66,3100000,0,808,839,Low Risk,0,False
MSME_14159,Maharashtra,Logistics,19.5,Term Loan,2200000,1448068.49,2600000,0,772,804,Low Risk,0,False
MSME_14160,Karnataka,Logistics,12.5,Supply Chain Finance,8400000,5622487.59,2100000,15,724,728,Medium Risk,0,False
MSME_14161,Maharashtra,IT/Services,6.3,Overdraft,5500000,2921023.33,3500000,0,708,742,Medium Risk,0,False
MSME_14162,Maharashtra,Retail/FMCG,19.6,Supply Chain Finance,5300000,2694191.08,2700000,0,801,835,Low Risk,0,False
MSME_14163,Gujarat,Logistics,1.3,Working Capital Demand Loan,2900000,477028.95,2900000,5,624,602,High Risk,30,False
MSME_14164,Gujarat,Retail/FMCG,24.6,Overdraft,5400000,2996881.74,4700000,60,570,560,High Risk,60,False
MSME_14165,Gujarat,Manufacturing,1.9,Overdraft,6900000,1853826.79,800000,5,584,545,Critical Risk,0,False
MSME_14166,Gujarat,Retail/FMCG,24.9,Term Loan,8500000,3277892.27,4700000,0,777,821,Low Risk,0,False
MSME_14167,Tamil Nadu,Retail/FMCG,1.3,Supply Chain Finance,4100000,2831782.64,1300000,15,568,528,Critical Risk,60,False
MSME_14168,Maharashtra,IT/Services,14.6,Overdraft,9800000,5059130.43,3300000,30,650,679,Medium Risk,0,False
MSME_14169,Maharashtra,Logistics,7.4,Overdraft,5400000,1971672.69,600000,30,648,636,High Risk,0,False
MSME_14170,Karnataka,Manufacturing,9.6,Working Capital Demand Loan,1900000,1380569.79,1800000,5,800,786,Low Risk,30,False
MSME_14171,Karnataka,IT/Services,18.1,Working Capital Demand Loan,2300000,1700346.65,500000,0,744,744,Medium Risk,0,False
MSME_14172,Tamil Nadu,Manufacturing,8.8,Term Loan,9100000,2148906.74,500000,5,687,670,Medium Risk,0,False
MSME_14173,Tamil Nadu,Retail/FMCG,10.9,Overdraft,7700000,4238126.46,2500000,0,845,881,Low Risk,0,False
MSME_14174,Gujarat,Agriculture Tech,13.0,Supply Chain Finance,1000000,252012.32,1800000,0,823,823,Low Risk,30,False
MSME_14175,Karnataka,Logistics,9.3,Term Loan,8800000,8309419.35,200000,0,743,743,Medium Risk,0,False
MSME_14176,Maharashtra,Manufacturing,9.6,Overdraft,3400000,1887200.99,3600000,0,762,762,Low Risk,30,False
MSME_14177,Maharashtra,Manufacturing,15.8,Overdraft,800000,334419.1,4700000,0,763,763,Low Risk,30,False
MSME_14178,Delhi,Retail/FMCG,10.7,Term Loan,10000000,7485602.83,1100000,5,753,741,Medium Risk,0,False
MSME_14179,Gujarat,IT/Services,10.4,Supply Chain Finance,700000,298685.22,3400000,15,778,815,Low Risk,0,False
MSME_14180,Tamil Nadu,Agriculture Tech,17.9,Term Loan,9800000,4111523.31,3700000,0,777,807,Low Risk,0,False
MSME_14181,Maharashtra,IT/Services,13.2,Supply Chain Finance,7900000,2706202.37,2100000,0,751,780,Low Risk,0,False
MSME_14182,Karnataka,IT/Services,2.6,Supply Chain Finance,1100000,323660.38,4700000,0,636,673,Medium Risk,0,False
MSME_14183,Maharashtra,Manufacturing,23.2,Supply Chain Finance,8600000,5992201.25,4700000,0,762,809,Low Risk,0,False
MSME_14184,Maharashtra,Retail/FMCG,23.2,Supply Chain Finance,9900000,7517122.69,4100000,15,850,875,Low Risk,0,False
MSME_14185,Gujarat,Logistics,16.9,Supply Chain Finance,4900000,3956821.15,2700000,0,710,754,Low Risk,0,False
MSME_14186,Tamil Nadu,Agriculture Tech,16.9,Working Capital Demand Loan,1200000,187630.84,4600000,5,687,679,Medium Risk,0,False
MSME_14187,Maharashtra,Logistics,22.3,Working Capital Demand Loan,700000,617861.91,1700000,5,732,692,Medium Risk,0,False
MSME_14188,Karnataka,Retail/FMCG,14.0,Supply Chain Finance,8500000,6745099.85,3600000,0,702,747,Medium Risk,0,False
MSME_14189,Maharashtra,Manufacturing,16.5,Overdraft,4800000,3586340.22,2600000,15,847,874,Low Risk,0,False
MSME_14190,Tamil Nadu,Retail/FMCG,8.9,Working Capital Demand Loan,500000,56550.77,2900000,0,790,825,Low Risk,0,False
MSME_14191,Maharashtra,IT/Services,2.2,Working Capital Demand Loan,1100000,159190.72,2600000,0,574,609,High Risk,0,False
MSME_14192,Karnataka,Logistics,10.9,Supply Chain Finance,8500000,6130036.0,4900000,0,819,862,Low Risk,0,False
MSME_14193,Delhi,IT/Services,18.2,Term Loan,1400000,210925.72,4500000,5,829,817,Low Risk,0,False
MSME_14194,Karnataka,Logistics,7.4,Overdraft,3500000,3010629.84,4300000,0,742,790,Low Risk,0,False
MSME_14195,Gujarat,IT/Services,3.1,Term Loan,4100000,1643663.13,3800000,0,776,814,Low Risk,0,False
MSME_14196,Delhi,Agriculture Tech,8.4,Term Loan,1200000,292498.63,2300000,0,816,849,Low Risk,0,False
MSME_14197,Tamil Nadu,Logistics,5.1,Overdraft,8900000,3902278.86,4400000,0,683,713,Medium Risk,0,False
MSME_14198,Maharashtra,Manufacturing,16.4,Supply Chain Finance,4800000,3918493.79,1900000,0,828,828,Low Risk,90,False
MSME_14199,Tamil Nadu,Agriculture Tech,9.7,Term Loan,1100000,248536.28,600000,0,770,770,Low Risk,0,False
MSME_14200,Tamil Nadu,Retail/FMCG,16.9,Supply Chain Finance,500000,387485.05,4000000,60,609,570,High Risk,60,False
MSME_14201,Tamil Nadu,Retail/FMCG,1.3,Working Capital Demand Loan,3900000,1634884.65,2700000,5,558,532,Critical Risk,60,False
MSME_14202,Gujarat,Retail/FMCG,14.4,Supply Chain Finance,5600000,2796785.76,1400000,0,698,698,Medium Risk,0,False
MSME_14203,Karnataka,Agriculture Tech,20.8,Overdraft,2200000,1088263.73,200000,0,693,693,Medium Risk,0,False
MSME_14204,Delhi,Manufacturing,5.8,Overdraft,3500000,2620144.58,3600000,0,825,859,Low Risk,0,False
MSME_14205,Karnataka,IT/Services,2.4,Term Loan,2700000,1144901.49,4300000,5,642,649,High Risk,0,False
MSME_14206,Delhi,Retail/FMCG,13.1,Working Capital Demand Loan,6800000,2195625.97,1800000,0,813,813,Low Risk,0,False
MSME_14207,Karnataka,Manufacturing,5.4,Working Capital Demand Loan,4100000,3238524.28,2800000,0,830,859,Low Risk,0,False
MSME_14208,Gujarat,Logistics,13.8,Working Capital Demand Loan,9300000,3135519.44,800000,15,786,775,Low Risk,0,False
MSME_14209,Maharashtra,Logistics,21.9,Overdraft,1400000,740708.38,3100000,0,796,796,Low Risk,90,False
MSME_14210,Karnataka,Manufacturing,7.6,Supply Chain Finance,9400000,8298141.17,4500000,0,779,800,Low Risk,0,False
MSME_14211,Maharashtra,Retail/FMCG,6.0,Term Loan,9700000,8319482.52,1700000,0,801,801,Low Risk,0,False
MSME_14212,Karnataka,Logistics,13.8,Overdraft,7300000,4562284.85,400000,0,841,841,Low Risk,0,False
MSME_14213,Karnataka,IT/Services,12.6,Overdraft,2700000,1534157.88,4400000,0,795,830,Low Risk,0,False
MSME_14214,Karnataka,IT/Services,17.9,Supply Chain Finance,500000,50397.62,400000,15,822,807,Low Risk,0,False
MSME_14215,Karnataka,Manufacturing,18.4,Term Loan,1200000,334059.56,1800000,0,844,844,Low Risk,0,False
MSME_14216,Maharashtra,Retail/FMCG,7.6,Overdraft,5300000,3544551.08,1700000,0,725,725,Medium Risk,0,False
MSME_14217,Delhi,Manufacturing,15.8,Overdraft,1700000,520232.88,2500000,0,759,781,Low Risk,0,False
MSME_14218,Karnataka,Agriculture Tech,16.6,Supply Chain Finance,3000000,927321.33,5000000,15,743,734,Medium Risk,0,False
MSME_14219,Gujarat,Logistics,2.4,Supply Chain Finance,1400000,866284.41,2800000,0,622,648,High Risk,0,False
MSME_14220,Gujarat,Logistics,7.2,Supply Chain Finance,6300000,4515310.54,300000,0,784,784,Low Risk,0,False
MSME_14221,Maharashtra,Agriculture Tech,21.0,Overdraft,6700000,5123945.6,1000000,0,685,685,Medium Risk,0,False
MSME_14222,Delhi,Logistics,18.0,Working Capital Demand Loan,1800000,1162715.91,600000,0,737,737,Medium Risk,0,False
MSME_14223,Karnataka,Logistics,21.9,Working Capital Demand Loan,5000000,2280510.64,4400000,0,712,741,Medium Risk,0,False
MSME_14224,Tamil Nadu,IT/Services,6.3,Working Capital Demand Loan,5200000,2062556.31,1500000,0,702,702,Medium Risk,0,False
MSME_14225,Karnataka,Agriculture Tech,5.7,Term Loan,7000000,4157414.9,4000000,0,783,818,Low Risk,0,False
MSME_14226,Gujarat,Logistics,2.7,Overdraft,4700000,3570431.93,800000,0,615,615,High Risk,0,False
MSME_14227,Maharashtra,IT/Services,6.9,Supply Chain Finance,8100000,1364123.55,500000,0,812,812,Low Risk,0,False
MSME_14228,Delhi,Retail/FMCG,6.8,Working Capital Demand Loan,3600000,1986243.13,4900000,0,764,793,Low Risk,0,False
MSME_14229,Tamil Nadu,Logistics,24.0,Term Loan,3000000,2624995.19,1300000,0,768,768,Low Risk,0,False
MSME_14230,Maharashtra,Logistics,19.3,Term Loan,3600000,2208310.19,4600000,0,691,691,Medium Risk,60,False
MSME_14231,Maharashtra,Manufacturing,10.6,Working Capital Demand Loan,9500000,7134111.17,1200000,0,684,684,Medium Risk,0,False
MSME_14232,Tamil Nadu,Agriculture Tech,5.6,Term Loan,9200000,5435707.37,3900000,0,779,804,Low Risk,0,False
MSME_14233,Tamil Nadu,Manufacturing,19.7,Supply Chain Finance,1600000,1284263.28,800000,0,841,841,Low Risk,0,False
MSME_14234,Maharashtra,IT/Services,18.6,Working Capital Demand Loan,4300000,3040941.7,3800000,0,714,741,Medium Risk,0,False
MSME_14235,Delhi,Manufacturing,22.8,Overdraft,1600000,1103695.97,2900000,0,728,768,Low Risk,0,False
MSME_14236,Karnataka,Retail/FMCG,21.0,Overdraft,8200000,2666239.53,4200000,0,848,869,Low Risk,0,False
MSME_14237,Maharashtra,Logistics,6.3,Overdraft,2500000,1337006.64,1000000,15,687,665,Medium Risk,0,False
MSME_14238,Karnataka,Manufacturing,19.7,Supply Chain Finance,9100000,2265114.72,500000,0,790,790,Low Risk,0,False
MSME_14239,Delhi,IT/Services,24.8,Overdraft,4900000,836201.39,100000,0,833,833,Low Risk,0,False
MSME_14240,Delhi,Retail/FMCG,6.6,Working Capital Demand Loan,3800000,1679748.62,3700000,0,697,736,Medium Risk,0,False
MSME_14241,Delhi,Agriculture Tech,6.3,Working Capital Demand Loan,6000000,4000352.58,3600000,0,733,781,Low Risk,0,False
MSME_14242,Tamil Nadu,Agriculture Tech,19.3,Supply Chain Finance,500000,127193.32,2400000,0,792,825,Low Risk,0,False
MSME_14243,Gujarat,Retail/FMCG,1.4,Overdraft,5100000,612672.28,2900000,0,644,644,High Risk,90,False
MSME_14244,Delhi,Retail/FMCG,13.2,Supply Chain Finance,8600000,5033719.81,4400000,0,844,422,Critical Risk,90,True
MSME_14245,Delhi,Logistics,11.1,Working Capital Demand Loan,1700000,1418869.36,1500000,15,706,692,Medium Risk,0,False
MSME_14246,Tamil Nadu,IT/Services,7.7,Overdraft,1600000,614885.7,1600000,0,717,717,Medium Risk,0,False
MSME_14247,Maharashtra,Retail/FMCG,19.0,Term Loan,7500000,2287678.01,3200000,0,699,749,Medium Risk,0,False
MSME_14248,Tamil Nadu,Retail/FMCG,9.0,Overdraft,3600000,3402311.57,1400000,30,662,642,High Risk,30,False
MSME_14249,Gujarat,Manufacturing,11.1,Working Capital Demand Loan,600000,149116.03,3800000,0,702,737,Medium Risk,0,False
MSME_14250,Maharashtra,Logistics,10.2,Overdraft,9300000,944853.3,2500000,30,646,615,High Risk,90,False
MSME_14251,Gujarat,Manufacturing,9.0,Overdraft,1900000,1211449.67,800000,0,792,792,Low Risk,0,False
MSME_14252,Tamil Nadu,Manufacturing,14.8,Overdraft,7100000,904966.41,4700000,0,708,742,Medium Risk,0,False
MSME_14253,Gujarat,Agriculture Tech,15.8,Overdraft,5100000,618138.16,3200000,0,691,720,Medium Risk,0,False
MSME_14254,Maharashtra,Agriculture Tech,21.3,Working Capital Demand Loan,6800000,5995416.32,4500000,0,850,896,Low Risk,0,False
MSME_14255,Tamil Nadu,Agriculture Tech,11.6,Overdraft,7200000,5191141.21,4500000,0,765,790,Low Risk,0,False
MSME_14256,Tamil Nadu,Retail/FMCG,13.2,Overdraft,3200000,1028249.41,4000000,0,711,737,Medium Risk,0,False
MSME_14257,Gujarat,Agriculture Tech,24.6,Term Loan,2900000,1799657.44,4100000,30,669,629,High Risk,60,False
MSME_14258,Tamil Nadu,Agriculture Tech,4.1,Term Loan,5800000,1460039.33,900000,0,703,703,Medium Risk,0,False
MSME_14259,Karnataka,Agriculture Tech,15.0,Supply Chain Finance,2700000,1782983.27,2200000,15,688,713,Medium Risk,0,False
MSME_14260,Delhi,Manufacturing,24.4,Supply Chain Finance,1700000,555071.77,400000,15,769,746,Medium Risk,0,False
MSME_14261,Tamil Nadu,Manufacturing,15.0,Overdraft,6300000,1323165.03,1200000,0,773,773,Low Risk,0,False
MSME_14262,Tamil Nadu,Manufacturing,23.0,Supply Chain Finance,1700000,587228.48,2400000,5,827,839,Low Risk,0,False
MSME_14263,Tamil Nadu,Retail/FMCG,8.9,Term Loan,2900000,2459109.73,3600000,0,732,760,Low Risk,0,False
MSME_14264,Gujarat,Logistics,11.8,Working Capital Demand Loan,1200000,291044.33,2600000,0,847,893,Low Risk,0,False
MSME_14265,Karnataka,IT/Services,22.1,Overdraft,9800000,5938527.27,4200000,0,699,723,Medium Risk,0,False
MSME_14266,Delhi,Agriculture Tech,8.6,Supply Chain Finance,500000,366223.44,4500000,0,767,816,Low Risk,0,False
MSME_14267,Delhi,Agriculture Tech,12.6,Term Loan,3500000,1594539.52,900000,0,756,756,Low Risk,90,False
MSME_14268,Tamil Nadu,Logistics,2.6,Working Capital Demand Loan,3100000,1884469.3,2100000,30,560,552,High Risk,0,False
MSME_14269,Maharashtra,Agriculture Tech,6.8,Supply Chain Finance,7900000,1573905.35,4600000,15,846,845,Low Risk,0,False
MSME_14270,Maharashtra,IT/Services,7.4,Term Loan,8700000,1886449.26,2800000,30,615,635,High Risk,0,False
MSME_14271,Delhi,Agriculture Tech,6.6,Supply Chain Finance,5500000,2197605.74,4300000,15,742,748,Medium Risk,0,False
MSME_14272,Karnataka,Agriculture Tech,13.9,Supply Chain Finance,6900000,5624430.14,3300000,5,771,804,Low Risk,0,False
MSME_14273,Karnataka,Retail/FMCG,18.7,Term Loan,3000000,1547459.87,3200000,0,849,892,Low Risk,0,False
MSME_14274,Karnataka,IT/Services,20.9,Working Capital Demand Loan,1000000,752075.77,2200000,0,829,851,Low Risk,0,False
MSME_14275,Delhi,Manufacturing,20.1,Supply Chain Finance,5400000,1033320.98,1600000,5,699,676,Medium Risk,0,False
MSME_14276,Karnataka,Manufacturing,11.6,Term Loan,3000000,332171.31,1000000,0,717,374,Critical Risk,90,True
MSME_14277,Maharashtra,Manufacturing,14.3,Working Capital Demand Loan,1100000,886663.03,2400000,0,768,795,Low Risk,0,False
MSME_14278,Tamil Nadu,Agriculture Tech,11.8,Working Capital Demand Loan,800000,567631.33,3500000,0,809,809,Low Risk,60,False
MSME_14279,Gujarat,Agriculture Tech,15.7,Term Loan,2500000,1249186.73,700000,0,756,756,Low Risk,0,False
MSME_14280,Delhi,Retail/FMCG,24.7,Term Loan,3400000,2353011.03,1800000,0,823,823,Low Risk,0,False
MSME_14281,Maharashtra,Manufacturing,17.0,Overdraft,6200000,4727987.44,2300000,5,736,738,Medium Risk,0,False
